TCOF1
C6orf201
SHOC2
HKR1
GNAS
ERCC8
ERCC1
ERCC2
ERCC6
MRPS11
PFKP
PFKM
PFKL
PRIMPOL
SNURF
CLEC4M
CLEC4A
SSR4
USB1
POU6F1
SLC3A2
LINC01128
BECN1
C6orf52
DPM1
LINC00293
CDH11
CDH13
CDH12
CDH19
CDH18
MBP
RBCK1
CKAP2
ITSN1
ITSN2
TDP1
AFAP1L1
SLAIN1
CPA5
OS9
TMEM50B
GON4L
ABL2
TMEM201
HNRNPM
HNRNPD
TADA3
CD53
CD59
LOC101927079
SPATA9
SRA1
SPATA5
PTRH1
CTBP2
GTF3C3
GTF3C5
CD99L2
EPS15L1
GART
TP53I11
ATAD1
TCIRG1
MTIF2
CALB2
AKNAD1
NIPAL2
NIPAL3
CHID1
EWSR1
CHM
RINT1
SERINC5
CAMTA2
CAMTA1
RPS6KB1
MYNN
DCAF6
DCAF5
DCAF4
DCAF8
POLR3H
GLT1D1
CDK11B
ARPP19
SLC6A12
SLC6A11
SLC6A15
HMGCS1
KIAA1324
KIAA1328
TAC1
TAC3
TAC4
MPND
HPD
PRR5
ADAM5
EEF1D
ADAM8
CRACR2A
RPL6
TROAP
TMEM62
TMEM68
ITM2C
UGT8
PAXBP1
ZNF620
APAF1
LIFR-AS1
CAMK2D
CAMK2G
CAMK2B
ZSCAN12
ENOX2
WDR44
WDR48
JAK2
JAK1
MKRN1
TLL1
KIF21A
RIMS1
RIMS2
LRRC37A4P
KLF8
MAP3K13
MAP3K19
VPS29
RARA
RARB
RARG
JAKMIP3
JAKMIP1
PCYT2
PTGES3
MRPS18C
DDHD2
DNAJC12
DNAJC10
DNAJC19
SCML1
SCML4
TPMT
NUP214
TPGS2
HARS
ZMIZ2
MELTF
DHX16
LEPROT
DGCR5
ZNF782
HOGA1
SMIM22
PMEL
ADAMDEC1
RHOT1
DCLK1
NOX4
UBE3B
UBE3A
MTFR1
CNKSR2
TBC1D19
TBC1D13
TBC1D16
TBC1D14
TBC1D15
AUTS2
IKBKAP
ATP7B
HSPA14
PDE2A
SCFD1
GCOM1
FAM222B
OTUD7A
CD8B
TADA2A
KCTD17
KYAT1
DYNC2LI1
KIF9
KIF6
AP3M1
KIRREL
LINC01605
CLRN1
EVA1C
ANKRD11
SLC9B2
LAYN
VNN2
PSMC3IP
KLRG1
GPBP1
LOC101928314
CEP250
PPT2-EGFL8
CASC1
NUDT13
AQP7
GUCY1B3
AAMDC
FHL2
FHL1
ZNF248
RAD51D
RAD51B
COL21A1
SPOP
RAMP2-AS1
S100A13
GPATCH11
CACNA2D1
GRK1
KLHL7
KLHL5
KLHL2
KLHL3
KLHL8
MAMDC2
TCTN3
TCTN1
TNXB
SERPINB11
BSCL2
ADGRA1
SYNE1
SYNE2
SYNE4
ULK4
STK16
SV2A
SV2B
GRB10
PLXNC1
EFCAB5
EFCAB3
EFCAB2
TESPA1
GRTP1
LETM2
RAD51AP2
SAP30BP
LOC101928436
PSMD2
RPGRIP1L
COPS7B
RABGGTB
CES4A
SLMO2-ATP5E
ATP8B5P
CERKL
DHRS4L1
DHRS4L2
TCEANC
C11orf54
TUBB
HDAC6
HDAC9
HDAC8
TMEM161A
TRAPPC12
PLA2R1
CMC1
PPIEL
CTNNA1
CTNNA2
CTNNA3
EPB41L4B
EPB41L4A
ATP2C2
CERS5
CERS1
GP2
EXTL2
EXTL3
HDAC11
FCGR1B
AP4B1
ZBP1
THADA
ACSF2
ACSF3
MAN2A2
EDA2R
RBFOX1
CFAP221
SYN2
GABRB3
DYDC2
RAP1GAP
NET1
DNAH14
DNAH10
DNAH12
PTTG1IP
UBE2L3
PREX2
NOL4L
SLC14A1
STT3A
SLC13A1
SLC13A2
SLC13A3
RGS12
RGS11
CLEC16A
BTN2A2
TTLL11
TTLL10
ODF2L
PLAT
C1orf198
HIF3A
ZNF707
ZNF706
ZC3H13
ZC3H14
GRIN1
DHX8
NUP98
NUP93
NSL1
MYO3B
PAMR1
TIPRL
SMAD5
SMAD3
ERICH2
TCEA1
BFAR
LEO1
LINC00448
MGRN1
MR1
CNPY2
COPG2
CHFR
RFX4
RFX3
APC
ADNP
TARS2
PMS2P5
MECOM
CLIC5
LINC01684
TSNAX-DISC1
ZNF2
ZNF3
AP2A2
NSUN4
BRDT
LOC102724596
BRD8
BRD4
BRD2
CSF2RA
DMD
PDIA6
DNAJB14
PSD
ATAT1
TM2D1
ARHGAP22
ARHGAP27
ARHGAP24
HHAT
RSAD1
DYNC1LI1
DYNC1LI2
EFHC1
ABCG1
PLSCR4
PLSCR2
TSNAXIP1
C15orf40
C15orf41
PRKACB
ZNF131
ZNF135
ZNF136
SPG7
SPRYD7
LOC101928583
NUP160
VWDE
GNA12
MFGE8
OGDH
DAZ2
TMEM132B
CUX1
RAP1B
LDLR
LOC643711
SULF1
RNF216P1
CCDC151
CCDC157
TASP1
LLGL2
RCSD1
GAL3ST1
C3orf35
MATN4
EBF1
LMNA
ENDOV
ENDOU
GULP1
TMEM108
CCM2
TMCC1
RECK
INSC
RUNX1T1
SPTBN4
SPTBN1
PHC2
ZNF365
DPEP2
LINC01541
FOXP2
WBSCR22
HM13
ALDH18A1
YTHDF2
DUSP22
YAF2
CCDC57
PREPL
FBXO32
MBOAT2
MBOAT1
MBOAT7
SLC25A51
KIAA0513
CDCA7L
LOC101927815
MORC3
GPATCH2L
C1orf112
CBWD2
ACBD5
ACBD4
FAM172A
REV3L
MRPL43
MRPL48
CCDC3
CCDC7
NSD3
NSD2
CIB3
MTMR14
ECE2
ECE1
AURKA
AURKB
CHN2
CHN1
AXL
SOX2-OT
CLEC7A
AMN1
RPARP-AS1
JMJD8
MEMO1
ZNHIT3
TTYH2
NFS1
SIGLECL1
FBXL4
GBA3
GBAS
ACE
ATP5S
MPZL3
MPZL1
MET
CLPB
CASS4
MIGA2
SLC26A6
NBPF9
NBPF8
IQCH-AS1
GOSR2
KCNC2
FLCN
ACAA1
PLA2G4A
GRIA1
CMTM5
COL11A1
COL11A2
ALDH1L1
EFL1
ENTPD1-AS1
PLEKHS1
TRDMT1
CLK1
C2orf61
HIP1
CIDEC
HSF2
C7orf57
RORA
ROR1
SLTM
CHEK2
FRS2
CYP19A1
PPP2R1B
LOC102724708
ZMYND11
AGBL5
PBXIP1
NAV1
NAV2
LIG1
IREB2
BOLL
ZKSCAN1
ZKSCAN3
ZKSCAN5
TMEM182
TAF1
HMOX2
TSPAN31
FNIP1
AKAP8L
PDCD6
PDCD2
DIAPH3-AS1
RUBCN
TMEM59
TMEM57
ZNF678
MGST2
MGST1
LSR
LSS
SH3D19
TMEM198B
VAPB
MAFIP
ARL16
TMEM159
DMTN
EIF4E2
WDR78
WDR73
WDR72
WDR74
WDR77
MCF2
CDO1
ZFP64
PIP4K2C
CSAD
DMBT1
PRKG2
CREM
PDGFRA
MCTP1
MCTP2
BABAM1
AGRN
CA4
RABL6
PACRGL
RUFY3
RUFY2
ACSM1
ACSM3
ACSM5
EIF4ENIF1
TRIM27
TRIM23
BAG6
ZNF385B
ZNF385A
TMPO
NAP1L1
LOC101929282
IL1RAP
KANK2
KANK1
ABHD2
ABHD3
USHBP1
AGO3
FAM120B
FAM120A
MAPK14
MAPK13
FZD6
USO1
ZNF652
PSPC1
RAPGEF4
TBC1D20
ANKRD35
LINC00910
PRAME
AK9
AK8
TBCK
AK2
TBCE
SH2D3C
ALOX15B
SLC24A1
ZXDC
BCKDK
EXOSC1
DISC1
PAOX
SKP2
INS-IGF2
LRRFIP1
TFIP11
MAPKBP1
SPECC1
LIMS2
SUN1
SEC11A
IFI44
CARD8
ERP27
SMG5
ABCA12
ADAMTS2
ARHGEF3
BMP2K
PIFO
MAEA
RBSN
MAEL
CACFD1
UFM1
SP100
PARG
PARL
DDX4
ZNF211
SLC7A8
HLA-A
IPO8
NRBP1
GABPB1
PHYHD1
MARK3
PAQR6
PRR5L
FAAP20
FAAP24
ADGRF1
ADGRF3
PIK3C2A
LST1
LDAH
CEP76
CEP70
CEP78
TANK
DLG1
SMG6
AFDN
AP1S3
KAZN
POTEB
ARMCX5
FUT8
GHR
SF1
DDX39B
PAFAH1B2
C10orf128
STARD13
STARD4
NAE1
CSPP1
ETS1
CHRM3
C9orf84
USP38
USP39
USP30
USP33
PPFIBP1
PPFIBP2
LDLRAD4
KIF26B
UBAP2L
REV1
CTNND2
CTNND1
ATL2
ZMIZ1-AS1
PIN1
SMOX
NPAS1
LINC00710
TSEN34
ANXA8L1
C12orf40
C12orf43
C12orf42
NFAT5
MSTO1
CARD19
AKR1A1
SEZ6L2
HECW1
HECW2
FGF13
FGF14
SLC25A32
TFAM
KCNJ16
KCNJ15
TMX2
DAZAP2
FAR2P2
C19orf57
PUM2
LRRC74B
ZC3H3
CYP2J2
LARP1B
FAM96A
SLC43A2
SLCO5A1
APOL3
APOL1
NOS1
NOS3
RPP14
PATZ1
URGCP
PKM
ASL
NAT10
C18orf8
RPRD1A
FAM227B
POM121
NONO
TRPM4
TRPM1
TRPM2
TRPM3
SULT1C4
FAN1
EPN2
ERBIN
TFDP2
BCAS4
BCAS3
BCAS1
PABPC1L
CD84
SLC8A1
IDI2-AS1
SLC8A3
ZBED9
CD8A
PORCN
GALNT14
GALNT15
HARS2
KIAA0825
PTBP3
PTBP2
PIK3R1
PTCRA
TOMM40L
NCAM1
REEP1
CECR1
FER
FES
SEC31A
ANKRD6
RCC1
DUOXA1
FHIT
SPTLC1
ABCD3
GRAP2
KCNH7
KCNH6
KCNH2
NDUFAF5
NDUFAF7
PRKAR1A
BIN1
SPG11
SYTL4
SYTL3
SYTL2
VOPP1
LOC100505478
CLUAP1
FOXP1
MSL3
PARPBP
TK2
ECD
CIB2
LRRC39
LRRC34
LRRC36
SVIL
CLCNKB
CCDC169
TJAP1
UQCRH
FCAR
PTPN3
PTPN2
GRK4
AGBL3
ARRB2
PSMA1
SYNRG
GUCD1
NAMA
C9orf135
ANGEL2
C11orf21
SLC34A1
UBR2
CCNY
NCKAP5
C16orf62
CDC25C
CDC25B
TMPRSS13
ZNF821
A1CF
ACAN
POT1
CLHC1
PIAS2
TEX30
SAE1
SLCO1C1
SDHA
SDHC
SDHD
MSC-AS1
CYP3A43
DLG3
DLG2
DLG4
FAM114A1
FAM114A2
PQLC1
R3HCC1L
CAPZB
GABRG3
GABRG2
LINC01881
AHSA2
GSTO2
FRMPD2
MCRS1
MLKL
TGM2
EIF3J
EIF3L
EIF3M
SMG7
BARD1
TUBD1
MRNIP
HIKESHI
CDKN2B-AS1
DBF4B
DNAJB6
DIDO1
GRIK1
GRIK4
GLRA2
RNF146
ASAH2B
XPR1
TBXAS1
INPP5A
INPP5B
INPP5F
INPP5J
INPP5K
MSANTD1
CNST
COL12A1
CHIA
CASK
CAST
ADAM22
ADAM28
ZNF544
ANXA4
ANXA7
ANXA8
POU5F1
M6PR
USH2A
PYGM
PMS1
PMS2
MST1R
NXF5
PHTF2
PGM3
SHBG
LIN54
PPP1R12A
PPP1R12B
KCTD2
GLTSCR1L
LINC-PINT
SLC38A10
USPL1
ZFYVE19
NTNG1
ZFYVE16
TRAF3IP1
ANGPTL4
MMP19
RTN2
TSC2
SCLT1
ALG13
ALG14
RIOK2
RIOK1
IL37
IL32
IL33
HMBOX1
AMACR
ERAP2
NMRK2
NMRK1
DDX59
GATS
GATM
BET1
DNAH9
ALCAM
TPM1
ETF1
LOC100499484-C9ORF174
GNB5
GNB1
IL18BP
RPE
CALD1
NUP62CL
BPTF
SOX30
CLN3
ACSM2A
GCSAML
HRAS
TTN-AS1
JMJD1C
DTNBP1
CDC14A
SH3YL1
SS18L1
RARRES1
PPP6R3
FLNB
EFCAB6
SIAE
HNRNPH3
ICA1L
DPH6
STOML1
DCAF17
TRMT10B
TCF12
UROS
HMMR
SGIP1
C8orf31
C8orf34
TMEM80
POLM
POLL
POLK
POLH
CHRDL1
CHRDL2
EI24
PRC1
EPS15
ZNF644
ZNF641
GTPBP10
SPATA5L1
PRCP
ZNF396
ZNF397
IFT52
LPO
CRELD2
CRELD1
GLE1
GALNT9
KIF14
NLRP1
NLRP3
NLRP2
WDR27
IGF2BP1
IGF2BP2
KIF1A
KIF1B
NLRP11
LOXL3
VIPR2
VIPR1
CNTRL
RANBP10
ZNF542P
LAS1L
SLC25A26
SLC25A27
SLC25A29
MKS1
LOC400710
GLB1L
MAGEC3
PSTPIP1
POFUT2
POFUT1
SNX17
SNX16
SNX14
SNX12
SNX10
SNX19
ICAM2
TMEM87A
MICU1
NRG1
NRG3
NRG2
NUMB
PXK
MSRB3
HELZ2
EPSTI1
PPIP5K2
PPIP5K1
C9orf3
YEATS4
STAG2
STAG3
NEDD4L
PLS3
CLASP2
C5orf58
CD226
IRX4
CNPPD1
CLEC2D
RAD54L2
HACL1
IQSEC2
GPRASP1
GIT2
NFRKB
NPC1L1
NFX1
MYRIP
DPY30
PDE8B
MED6
CCDC90B
TCF7
C8orf37-AS1
STK32B
STK32A
AMPD2
TET2
MYO18A
TMEM52B
PRDX5
PRDX3
AP3S1
PITX2
AXIN1
ZFY
ZFX
IFI27
CD36
PSD3
R3HDM1
ORMDL3
SEC16A
ACADM
SUCO
UEVLD
ADAMTS10
ADAMTS13
DEF8
GALT
C1RL
FCGR3A
FCGR3B
ALDH1A2
ALDH1A3
EYA4
EYA1
C9orf24
EYA2
FXYD6
RBP5
G6PC3
PSG9
RHOH
RHOA
RHOD
OGFOD2
RASGRF1
ZNF484
ZNF485
SYNJ1
IDNK
FAM179A
TRAF1
TRAF3
POLR1B
POLE2
NR1H4
GRM1
GRM2
DYRK4
CEP41
CTTN
GPI
TMEM222
TMEM220
FAM189B
GK
OSBPL1A
DHRS4
DHRS2
GHRLOS
TPO
AMELX
CYP4B1
FLT1
PODN
COL25A1
ELMOD1
ELMOD3
MS4A6A
PFKFB3
PFKFB4
ITPA
SCIN
PPP4R4
PPP4R2
MAP3K9
SLCO6A1
DEAF1
MAP3K7
MAP3K4
SETD9
SMARCAD1
SETD3
SETD5
SETD4
SETD7
TP53
ST8SIA6
ST8SIA5
ST8SIA4
MASTL
MAST4
C9orf72
LARGE-AS1
BCL2L12
SYN3
KAT7
PITRM1
CCDC82
ZNF568
ZNF567
ZNF562
ISYNA1
STYXL1
OLFML2A
PCAT29
SGCE
SGCA
NUMA1
TMEM254-AS1
DGKH
EMC2
ZNF286A
TXNDC11
TXNDC12
ZNF160
IQCB1
CNDP2
NPL
PPWD1
VEGFA
FLOT1
SERHL2
STKLD1
BSDC1
DNAH2
ARID5B
ADCYAP1R1
FOLH1
EXOC2
EXOC6
EXOC7
EXOC4
ANK1
ANK2
ANK3
CENPN
DPP10
CENPL
CENPJ
CENPI
SIMC1
CENPE
SSH1
CENPP
DHX30
ZNF761
HACD2
HACD4
BDNF-AS
GREB1
ATAD3B
NR4A3
NDUFB5
ANKRD44
ANKRD42
TAGAP
MRRF
PHB
FNBP1L
RBM34
RBM39
RBM38
EPHB2
MELK
MDFI
SH3GL3
SLC10A7
DCLRE1C
CYP4A22
UPP2
UPP1
SPAG9
SPAG6
CAB39L
LINC00539
DCHS2
NCOA4
NWD1
TENM2
GAD1
DNHD1
C18orf54
ARHGEF28
STEAP2
ARHGEF25
STEAP4
UBASH3A
OSMR
BIVM
CFAP57
TMEM39B
C14orf159
CCNYL1
CIZ1
SPON2
ZNF268
RPH3A
VLDLR
FTSJ1
DERL2
ITIH1
ITIH5
ITIH4
RAD52
RNF34
RNF32
INTS7
INTS6
TSNARE1
MPP2
MPP7
SNTG1
MYLK
YME1L1
GORASP1
PPRC1
SUMF2
FNDC3A
SURF4
CCDC136
CCDC130
SPACA9
STK33
LINC01588
DNAAF1
ANTXRLP1
PODNL1
PLXNA4
PEG3
SCAP
ACY1
CSNK2A1
KDM5D
KDM5B
KDM5C
IFT122
CEACAM20
ETV1
ETV2
ETV4
SNF8
IKZF5
IKZF1
IKZF3
C11orf70
C11orf74
PRPS1
LUZP2
SPX
SP3
ATP2A1
ATP2A3
FBXL13
SDK1
THSD4
ZNF407
FAM134B
ATP1A4
IFT80
IFT81
ATG4A
NRXN3
NRXN2
NRXN1
ELOC
STAC3
CD96
MLF1
RSPH3
API5
KIAA1191
ITGB1BP1
ITGB1BP2
ZAP70
PBX3
FAM71F1
KMT5B
KMT5A
UXT
CLCN3
CLCN5
CLCN4
DNAJA3
CHD1L
RAPH1
RNF135
RNF138
MYO1D
MYO1B
CTPS1
CEP57
LGALS9
LGALS8
LGALS3
MYO19
ELN
PTGS1
ZFAND6
ZFAND4
ZFAND1
BMP5
BMP1
RASSF7
CHD2
CHD7
TTC4
TTC3
PIKFYVE
TTC8
PRDM15
PRDM10
MCPH1
FAM49B
ADH6
CORO7
BCORP1
KLHDC8A
IL6ST
BCAT2
BCAT1
DBNL
NFU1
VSX1
BRF1
CAMSAP3
RRP12
CD200R1
IL2RA
ZFYVE27
TPCN1
ZFYVE28
MDH1B
ERC1
ZNF780A
SLC37A3
CDK19
CDK14
MMP28
TCAIM
TSFM
HLA-DRB1
ZFPM2-AS1
TUFT1
FN1
RHD
CNPY3-GNMT
TBC1D1
KRT72
TBC1D4
TBC1D5
U2SURP
IL6R
PTK7
ITGB3BP
ATG16L1
RAB3IP
TRUB2
SPEG
ACP5
FBLIM1
TBATA
PTCD2
DSCR3
GNAL
AGFG1
NMNAT3
NFIA-AS2
SLC44A5
MSI2
MRO
COQ4
MUC22
MUC21
GPR107
RNF4
LINC01507
LINC01502
XPNPEP3
HYDIN
GTDC1
WNT8A
HIPK1
LEMD1
NAPA
LARP4
LARP7
LGR5
LGR6
FOXJ3
SLC35B3
PELP1
LONRF3
PRKRA
ADAT1
RPGR
SEC24A
SEC24B
C16orf95
ZNF695
ITGB2-AS1
SHF
SHH
ZNF343
ZNF346
STX8
STX4
STX6
RPS3A
LGI1
PHYKPL
TCP11
TBC1D22A
TMEM143
BRCA1
KIF27
MAATS1
KIF23
JKAMP
FAM208A
LINC00836
TFRC
TFR2
CCDC33
CCDC36
CCDC34
KYNU
ANKRD30BL
PDZK1
CTCFL
KIAA0391
SMS
PCGF5
PCGF6
ATP8B2
ATP8B4
NRDC
SMC1B
TRIM46
TRIM41
NEB
AFMID
PFDN5
DTNB
DTNA
PDE4DIP
LATS1
MAJIN
PPP4R3A
PPP4R3B
MON2
TRIOBP
HMGN3
MX1
NACA
CHL1
TMEM8B
ERLIN1
ERLIN2
CRIP2
C10orf11
MAD1L1
TTLL6
TTLL3
TTLL9
FAM126B
HEPACAM2
IFT88
TBC1D8B
C6orf48
LINC00282
LOC105373300
DAB2IP
TRDN
MCC
MCU
NISCH
MDM1
MDM2
MDM4
ASPSCR1
CR1
ARNTL2
SHCBP1
SRP68
TIMM9
GDAP1L1
ISCU
GLIS2
BCHE
DCP1B
DCP1A
SERPINF1
VPS26A
SREBF2
MTA3
HEPH
SLC28A1
PARP16
PARP15
PARP11
EVC
ZNF451
